 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|busroutes
 bangalore|north-2|sheshadripuram|33183|GTHPS GANDHINAGAR|Upper Primary|co-ed|tamil|4th Cross, 5th Main Road, Gandhi Nagar, Bangalore|Gandhi Nagar|560009|Compound Inside B.E.O.Office|0
 bangalore|south-2|govindarajnagar|33087|GKHPS GOVINDARAJNAGAR|Upper Primary|co-ed|kannada|4th Main Road, 6th Cross, Word no. 104|Govindraj Nagar|560040|Beside Shakthi Enterprises|235, 235A, 235B, 235C
 bangalore|south-2|govindarajnagar|33091|GKHPS RANGANATHPURA|Upper Primary|co-ed|kannada|1st Main Road, 3rd Cross, Gundanna Road, Magadi Main Road, Basaveshwara Nagar Post, Bangalore|Ranganathapura|560079|Near Kamakshi Palya Bus Stop|
 bangalore|north-2|sheshadripuram|33181|GKLPS POLICE COLONY|Lower Primary|co-ed|kannada|S.C.Road, Anand Rao Circle, Police Quarters, Bangalore|Gandhi Nagar|560009|Compound Inside Ganapathi Temple|89, 90, 91
 bangalore|north-2|sheshadripuram|33185|GULPS OLD SEWARILANE SHESHADRI|Lower Primary|co-ed|urdu|S.C.Road, Seshadripuram, Bangalore|Seshadripuram|560020|Opposite Ganesh Lodge|82 A, 271 D, 257, 252
 bangalore|north-2|malleswaram|33176|GUHPS MALLESWARAM CIRCLE|Upper Primary|co-ed|urdu|6th Cross, Margosa Road, Bangalore|Malleshwaram|560003|Opposite K.C.General Hospital & Malleshwaram Police Station|95 A, 258 C, 271 C
 bangalore|north-3|pottery town|32696|GTELPS POTTERY TOWN|Lower Primary|co-ed|telugu|3rd Cross, N.C.Colony, Bore Bank Road, Bangalore|Pottery Town|560046|Next Sri Mathamma Temple|290, 291
 bangalore|north-3|j c nagar|32312|GKHPS MUNIREDDY PALIYA|Upper Primary|co-ed|kannada|Nandi Durga Road, Maraooa Block, 1st Cross|J.C. Nagar|560006|Near Bharath Petrol Bunk And Near Fun|114C, 278E, 270
 bangalore|north-3|frazer town|32213|GKLPS PILLAREDDY NAGAR|Lower Primary|co-ed|kannada|1st Main Road, 3rd Cross|Pilla Readdy Nagara|560043|Near Sri Marikambha Temple|0
 bangalore|north-2|malleswaram|33165|GKLPS 18TH CROSS MALLESWARAM|Lower Primary|co-ed|kannada|18th Cross, Sampige Road, Bangalore|Malleshwaram|560003|Compound Inside CET Exam Board|
 bangalore|north-3|d.j. halli|32072|GTHPS PERIYAR NAGAR|Upper Primary|co-ed|tamil|A.K.Colony, D.J.Halli Main Road, Bangalore|Periyar Nagar|560045|Opposite Shalimar Timbers|0
 bangalore|north-2|malleswaram|33164|GKHPS BHARATIYA VIDYA MANDIR|Upper Primary|co-ed|kannada|Yeshwanthpura Main Road,Bharatiya Vignana Mandir, Tata Institute, Bangalore|Yeshwanthpura|560022|Infront Yeshwanthpura Bus Stop|
 bangalore|north-2|malleswaram|33167|GTHPS BHARATIYA VIDYA MANDIR|Upper Primary|co-ed|tamil|Yeshwanthpura Main Road,Bharatiya Vignana Mandir, Tata Institute, Bangalore|Yeshwanthpura|560022|Infront Yeshwanthpura Bus Stop|
 bangalore|north-3|kaval byrasandra|33151|GKLPS ASHOK NAGAR|Lower Primary|co-ed|kannada|Shampura Main Road, Arabic College Post|Ashok Nagar|560045|Opposite Mariyamma Temple|291 K
 bangalore|north-3|kaval byrasandra|33153|GTLPS ASHOK NAGAR|Lower Primary|co-ed|tamil|Shampura Main Road, Arabic College Post|Ashok Nagar|560045|Opposite Mariyamma Temple|291 K
 bangalore|north-3|j c nagar|32313|GKMPS GANGANAGARA|Upper Primary|co-ed|kannada|1st Cross, 1st Main Road|Ganga Nagar|560032|Beside Gopal Medical Centre And Hospital|
 bangalore|south-4|thanisandra|32795|GKLPS JANATHA COLONY|Lower Primary|co-ed|kannada|8th Cross, Jyothinagar, Horamavu Post, K.R.Puram Hobli, Bangalore South - 4|Janatha Colony|560043|Behind Ashwath Katte|294 B, 294 C, 302 G
 bangalore|north-1|chikkabidarakallu|32149|GKHPS CHIKKABIDARAKALLU|Upper Primary|co-ed|kannada|Tumakur Road, Nagasandra Post, Dasanapura Hobli, Bangalore|Chikkabidarukallu|560073|Beside Chikkabidarukallu Bus Stop|257, 258 C, 263
 bangalore|north-4|byatarayanapura|32167|GKHPS AMRUTHAHALLI|Upper Primary|co-ed|kannada|Amruthahalli Main Road, Byatarayanapura, Bangalore|Amruthahalli|560092|Near Ashwath Katte|286, 286H
 bangalore|north-4|byatarayanapura|32168|GKHPS BYATARAYANAPURA (N4)|Upper Primary|co-ed|kannada|Devanahalli Main Road, Amruthahalli Main Road, Bangalore|Byatarayanapura|560092|Beside B.B.M.P. Office Byatarayanapura|286, 286H
 bangalore|south-4|kylasanahalli|32605|GKLPS NAGARESHWARA NAGENAHALLI COLONY|Lower Primary|co-ed|kannada|Kothanur Post, K.R. Puram Hobli, Bangalore South - 4|Nageshwara Nagenahalli Colony|560077|Opposite Muneshwar Swamy Temple|292, 292 D
 bangalore|north-4|khudregere|32673|GKLPS RAMPALYA|Lower Primary|co-ed|kannada|Huskuru Post, Dasanpura Hobli, N-4|Rampalya|562123|Near Huskuru Cross Bus Stop|255 A, 255 B, 255 D
 bangalore|north-4|bagalur|32040|GKHPS MYLANAHALLI|Upper Primary|co-ed|kannada|B.K.Halli Post, Chikajala Hobli, Bangalore North|Mylanahalli|562149|Opp Mylanahalli Bus Stop|293F,289
 bangalore|anekal|nerlooru|33402|GKHPS BALAGARANA HALLI|Upper Primary|co-ed|kannada|Neralur Post, Attibele Hobli, Anekal Taluk, Bangalore|Balagaranahalli|562107|Infront Ashwath Katte|360, 360A, 360B
 bangalore|anekal|mugaluru|33363|GKHPS MUGALURU|Upper Primary|co-ed|kannada|Anekal Taluk,Sarjapura Hobli,Kugur Poat|Mugalluru|562125|Opp Sanjan Communite Hospital|323
 bangalore|anekal|mugaluru|33364|GKHPS NERIGE|Upper Primary|co-ed|kannada|Neagari Post,Anekal taluk,Sarjapur Hobli|Neagari Village|562125|Near Neagari Village Bus Stop|323,F,J,C,K,L
 bangalore|anekal|mugaluru|33365|GKHPS NIKKUNDI DOMMASANDRA|Upper Primary|co-ed|kannada|Muth Sandra Post,Anekal taluk,Sarjapur Hobli|Nekundi Domma Sandra|560087|Near Nekundi Domma Sandra Bus Stop|323H,329A
 bangalore|anekal|nerlooru|33393|GKHPS MUTHANALLUR|Upper Primary|co-ed|kannada|Muthanallur Post, Sarjapura Hobli, Anekal Taluk|Muthanallur|560099|Near Grama Panchayath Office|342 B, 342 H
 bangalore|anekal|sabmangala|33412|GKHPS KUVEMPUNAGARA|Upper Primary|co-ed|kannada|Besthamanhalli Post, Kasba Hobli, Anekal Taluk, Bangalore|Kuvempunagara|562106|Near Maramma Temple|
 bangalore|anekal|sabmangala|33413|GKHPS MARANAYAKANAHALLI|Upper Primary|co-ed|kannada|Samandur Post, Kasba Hobli, Anekal Taluk, Bangalore|Maranayakanahalli|562106|Compound Inside Nadumaramma Temple|
 bangalore|anekal|hennagra|33438|GKHPS RAJAPURA|Upper Primary|co-ed|kannada|Hennagara Post, Anekla Taluk, Jigani Hobli, Bangalore|Rajapura|562106|Infront Rajapura Bus Stop And Near Rajapura Samstana Matta|353E
 bangalore|north-3|banaswadi|32509|GULPS SAITPALYA|Lower Primary|co-ed|urdu|St. Thomas Town Post, Lingarajpuram|Saitpalya|560084|Opp Masjid-E-Farooqia|292293294295296
 bangalore|north-4|byatarayanapura|32180|GUHPS AL-HILAL NAGAR|Upper Primary|co-ed|urdu|Masjid-E-Al_Hilal Building, 10th Cross, 3rd Block, H.B.R. Layout, Bangalore|Al-Hilal Nagar|560043|Leftside Al-Hilal Masjid|290, 291
 bangalore|north-4|rajanakunte|32783|GKLPS GANTIGANAHALLI|Lower Primary|co-ed|kannada|Singanayakanahalli Post, Yelahanka Hobli|Gantiganahalli|560064|Opposite Gantiganahalli Bus Stop|285A
 bangalore|north-4|rajanakunte|32784|GKLPS MUDDENAHALLI|Lower Primary|co-ed|kannada|Rajankunte Post, Yelahanka Hobli|Muddenahalli|560064|Muddenahalli Bus Stop Right Side|285A
 bangalore|south-1|kumbalagodu|31992|GKLPS TAGACHAGUPPE|Lower Primary|co-ed|kannada|Kumbalagudu Post, Kengeri Hobli, S-1|Thagachaguppe|560074|Opposite Thagachaguppe Bus Stop|228 A, 229 D, 377
 bangalore|north-4|rajanakunte|32785|GKLPS NAGADASANAHALLI|Lower Primary|co-ed|kannada|Rajankunte Post, Yelahanka Hobli|Nagadasahalli|560064|Opposite Nagadasahalli Bus Stop|285A
 bangalore|north-4|kodigehalli|33203|GKHPS TINDLU|Upper Primary|co-ed|kannada|Vidyaranyapura Post|Tindlu|560097|Near Tindlu Bus Stop|288, 314 F
 bangalore|south-1|taverekere|32233|GKHPS GANGENAHALLI|Upper Primary|co-ed|kannada|Tavarekere Post, Tavarekere Hobli, Bangalore|Gangenahalli|562130|Near Anjaneya Swamy Temple|242 Q
 bangalore|south-1|vajara halli|32873|GKLPS LAKSHMIPURA (VAJARA HALLI)|Lower Primary|co-ed|kannada|Agara Grama Panchayath, Kanakapura Main Road|Lakshmipura|560062|Lakshmi Temple|211, 213
 bangalore|south-1|doddagollarahatti|33031|GKLPS GANDHINAGAR (KENGERI)|Lower Primary|co-ed|kannada|Kengeri Upanagara, Kengeri Post, Kengeri Hobli, Bangalore|Gandhinagar|560060|Near Kalikamba Temple|222, 222 A, 401 K, 401 M, 500
 bangalore|south-4|channasandra|32056|GKHPS DODDABANA HALLI|Upper Primary|co-ed|kannada|Kannamangala Post, Bidarahalli Hobli, Bangalore East|Doddabanahalli|560067|Beside Marappa Jaminu|307 C
 bangalore|south-4|channasandra|32060|GKHPS BELATHUR COLONY|Upper Primary|co-ed|kannada|Kadugodi Post, Bidarahalli Hobli, Bangalore South|Belathuru Colony|560067|Near Kadugodi High School & Muniswmay House|
 bangalore|south-4|doddakanneli|32200|GKLPS SULIKUNTE DINNE|Lower Primary|co-ed|kannada|Dommasandra Post, Sarjapura Main Road|Sulikunte Dinne|562125|Behind Sulikunte Dinne Bus Stop|342 A-Z
 bangalore|south-4|hoodi|32294|GKHPS KAVERINAGAR|Upper Primary|co-ed|kannada|Mahadevapura Post, Bangalore|Kaveri Nagar|560048|Opp Hosanna Church & Beside Ashwath Katte|304306307504
 bangalore|south-4|k r puram|32490|GKHPS SEGEHALLI|Upper Primary|co-ed|kannada|Virgo Nagar Post, Bangalore|Seegehalli|560049|Infront Seegehalli Bus Stop|313, 313E
 bangalore|south-4|varanasi|32841|GKLPS ANAGALAPURA|Lower Primary|co-ed|kannada|Doddagubbi Post, Bidarahalli Hobli, Bangalore East|Aanagalapura|562149|Near Aanagalapura Bus Stop|293 D, 295 B
 bangalore|south-4|varthur|32906|GKMPS VARTHUR|Model Primary|co-ed|kannada|Varthur Post, Varthur Main Road|Varthur|560087|Opposite Mahalakshmi Pravision Store|504, 600, 327B
 bangalore|south-4|varthur|32907|GUHPS VARTHUR|Upper Primary|co-ed|urdu|Varthur Post, Varthur Main Road|Varthur|560087|Near Varthur Bus Stop|504, 600, 327B
 bangalore|anekal|attibele|32219|GKHPS MANCHANAHALLI|Upper Primary|co-ed|kannada|Mayasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|Manchanahalli|562107|Opp Madduramma Temple & Opp Samudaya Bhavana|
 bangalore|anekal|hebbagodi|32704|GKHPS KAMMASANDRA|Lower Primary|co-ed|kannada|Electronic City Post, Anekal Taluk|Kammasandra|560100|Opposite Kammasandra Bus Stop|350 H
 bangalore|north-1|chikkabidarakallu|32157|GKMPS NELAGADARANAHALLI|Model Primary|co-ed|kannada|Laxmipura Post, Dasanpura Hobli, North 1|Nelagadaranahalli|562123|Behind Nelagadaranahalli Bus Stop|263 A
 bangalore|north-1|mallasandra|33284|GKHPS NARAYANAPURA|Upper Primary|co-ed|kannada|T.Dasarahalli Post, N-4|Narayanapura|560057|Near Rolling Mill Bus Stop|248, 258
 bangalore|north-1|madanayakanahalli|33291|GKHPS SIDDANAHOSAHALLI|Upper Primary|co-ed|kannada|Madavara Post, Dasanpura Hobli, Bangalore North 1|Sidana Hosa Halli|562123|Near Madanayakanahalli Bus Stop|
 bangalore|north-3|banaswadi|32503|GKMPS LINGARAJAPURA|Model Primary|co-ed|kannada|Venugopal Swamy Temple Road, St.Thomas Town Post|Lingarajapuram|560084|Opp Ganesh Temple|292293294295296
 bangalore|south-1|kengeri|32420|GKHPS DODDABELI COLONY|Upper Primary|co-ed|kannada|Annamma Devi Circle, Vidyapeeta Post, Kengeri Hobli, Bangalore|Doddabele Colony|560060|Near Basava Samithi|220 D, 220 E
 bangalore|south-1|kengeri|32422|GKHPS VALAGEREHALLI|Upper Primary|co-ed|kannada|Kengeri Upanagara, Kengeri Post, Kengeri Hobli, Bangalore|Valagerehalli|560060|Compound Inside Maramma Temple|222, 222 A, 401 K, 401 M, 500
 bangalore|south-1|kengeri|32423|GKLPS VARAHASANDRA|Lower Primary|co-ed|kannada|Vidyapeeta Post, Kengeri Hoblli, Bangalore|Varahasandra|560060|Opposite Basaveshwara Temple|224
 bangalore|south-1|kengeri|32429|GKHPS NAGEGOWDANAPALYA|Upper Primary|co-ed|kannada|B.S.K. 6th Stage, 4th Block, Talaghattapura Post, Kengeri Hoblli, Bangalore|Nagegowdana Palya|560062|Near Ashwath Katte And Oppsoite Beereshwara Provision Store|212C
 bangalore|south-1|kengeri|32430|GKLPS RACHANAMADU|Lower Primary|co-ed|kannada||Tataguni Post, Kengeri Hobli, Bangalore|560062|Near Nice Road|212C
 bangalore|south-1|kengeri|32432|GKMPS KENGERI|Model Primary|co-ed|kannada|Mysore Road, Kengeri Post, Kengeri Hobli, Bangalore|Kengeri|560060|Compound Inside G.U.H.P.S Kengeri & Infront Kengeri Bus Stop|220 D, 221 D, 222, 222 A
 bangalore|south-1|kengeri|32433|GUHPS KENGERI|Upper Primary|co-ed|urdu|Mysore Road, Kengeri Post, Kengeri Hobli, Bangalore|Kengeri|560060|Compound Inside G.K.M.P.S Kengeri & Infront Kengeri Bus Stop|220 D, 221 D, 222, 222 A
 bangalore|south-1|kengeri|32435|GULPS KONASANDRA|Lower Primary|co-ed|urdu|Konasandra Main Road, Vidyapeeta Post, Kengeri Hobli, Bangalore|Konasandra|560060|Beside Masjid|224, 224D
 bangalore|south-1|ramasandra|32535|GKHPS SOOLIKERE|Upper Primary|co-ed|kannada|Sulikere Post, Kengeri Hobli, S-1|Sulikere|560060|Nest To Ashwath Katte|221 J, 221 B, 223 F, 241 K
 bangalore|south-1|vajara halli|32870|GKHPS DODDA KALLASANDRA|Upper Primary|co-ed|kannada|Doddakal Sandra, Kanakapura Main Road|Doddakal Sandra|560062|Opp Water Tank|211A
 bangalore|south-2|chamarajpet|32123|GKBMS CHAMARAJPET|Model Primary|boys|kannada|1st Main Road,5th Cross|Chamarajpet|560018|Chamarajpet Police Station|
 bangalore|south-3|ejipura|32258|GKHPS EJIPURA|Upper Primary|co-ed|kannada|21st Cross,Vivek Nagar Post|Ejipura|560047|Near Ejipura Bus Stop|140E
 bangalore|south-3|ejipura|32261|GKLPS LR NAGARA|Lower Primary|co-ed|kannada|1st Main Road,Koramangala Huts,Vivek Nagar Post|L R Nagar|560047|Near Pass Port Bus Stop|201,G3
 bangalore|south-3|ejipura|32262|GKLPS SREENIVAGILU|Lower Primary|co-ed|kannada|Vivek Nagar Post,1st main Road,1st Cross|Srinivagilu|560047|Near Srinivagilu Bus Stop|140A,
 bangalore|south-3|ejipura|32263|GKMPS NEELASANDRA|Model Primary|co-ed|kannada|Vevek Nagar Post,Neela Sandra Main Road,BDA Main Road|Neeela Sandra|560047|Near Neeela Sandra Bus Stop|140143
 bangalore|south-3|ejipura|32264|GTEHPS VIVEKNAGARA|Upper Primary|co-ed|telugu|1ST Cross,1st main Road,Vivek Nagar Post|Vivek Nagar|560047|Near Vannarpet Bus Stop|201,G3
 bangalore|south-3|ejipura|32265|GTHPS VIVEKNAGARA|Upper Primary|co-ed|tamil|1ST Cross,1st main Road,Vivek Nagar Post|Vivek Nagar|560047|Near Vannarpet Bus Stop|201,G3
 bangalore|south-3|ejipura|32266|GTLPS LR NAGARA|Lower Primary|co-ed|tamil|1st Main Road,Koramangala Huts,Vivek Nagar Post|L R Nagar|560047|Near Pass Port Bus Stop|201,G3
 bangalore|south-3|ejipura|32267|GTMPS AUSTIN TOWN|Model Primary|co-ed|tamil|O.R.C Road,Viaek Nagar Post|Austin Town|560047|Behind Austin Town Bus Stop|140143
 bangalore|south-3|ejipura|32268|GUMPS NEELASANDRA|Model Primary|co-ed|urdu|Vevek Nagar Post,Neela Sandra Main Road,BDA Main Road|Neeela Sandra|560047|Near Neeela Sandra Bus Stop|140143
 bangalore|south-3|beratena agrahara|33106|GKLPS PARAPPANA AGRAHARA|Lower Primary|co-ed|kannada|Electronic City Post, Begur Hobli, S-3|Parapana Agrahara|560100|Behind Anjaneya Temple|
 bangalore|south-3|domlur|33127|GKHPS YELLAGONDANAPALYA|Upper Primary|co-ed|kannada|Vivek Nagar Post,15th Cross Victory Layout|Yella Gudda Palya|560047|Near Austin Town Bus Stop|140143
 bangalore|south-4|channasandra|32054|GKHPS BELATHUR|Upper Primary|co-ed|kannada|Belathur Main Road, Kadugodi Post, Bangalore|Belathur|560067|Opposite Milk Dairy|328, 329
 bangalore|south-4|hoodi|32297|GKLPS SEETHARAM PALYA|Lower Primary|co-ed|kannada|Mahadevapura Post|Sitharampalya|560048|Opposite Anjaneya Swamy Temple|
 bangalore|anekal|attibele|32220|GKMPS MAYASANDRA|Model Primary|co-ed|kannada|Anekal to Attibele Main Road, Mayasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|Mayasandra|562107|Opposite Grama Panchayath Mayasandra Library|358 A, 399 C
 bangalore|anekal|byagadadenahalli|32401|GKHPS MARSUR|Upper Primary|co-ed|kannada|Marasuru Post, Anekal Taluk, Bangalore|Marasuru|562106|Near Marasuru School Bus Stop|350 A, 354
 bangalore|anekal|harappana halli|32615|GKHPS KALLUBALU|Upper Primary|co-ed|kannada|Mallubalu Post, Jigani Hobli, Anekal Taluk|Kallubalu|562106|Near Kallubalu Bus Stop|366NN, 365N, 366J
 bangalore|anekal|harappana halli|32617|GKHPS KRISHNADODDI|Upper Primary|co-ed|kannada|Kallubalu Post, Anekal Taluk, Jigani Hobli|Krishna Doddi|562106|Opposite Krishna Doddi Bus Stop|366K
 bangalore|anekal|sabmangala|33424|GKHPS KARPUR|Upper Primary|co-ed|kannada|Anekal to Attibele Main Road, Bestamanahalli Post, Kasaba Hobli, Anekal Taluk, Bangalore|Karpoor|562106|Near Karpooru Bus Stop|399 C
 bangalore|anekal|sarjapura|32947|GKHPS JIGALA|Upper Primary|co-ed|kannada|Attibele To Muttanalluru Main Road, Yadavanahalli Post, Attibele Hobli, Anekal Taluk, Bangalore|Jigala|562107|Beside Gangamma Teemple|
 bangalore|north-1|kamakshipalya|32360|GKMPS KAMAKSHIPALYA|Upper Primary|co-ed|kannada|1st Main Road, 1st Cross, Magadi Main Road|Kamakshipalya|560079|Near Kamakshipalya Bus Stop|243, 244, 245, 248
 bangalore|north-1|laggere|32652|GKMPS LAGGERE|Upper Primary|co-ed|kannada|2nd Main Road, 4th Cross|Laggere|560058|Near Laggere Bus Stop|401, 501, 500, 600
 bangalore|north-1|laggere|32653|GKHPS RAJIV GANDHI NAGARA|Model Primary|co-ed|kannada|N-1, Peenya Post, Laggere|Rajiv Gandhi Nagar|560058|Next Sri Bhavani Provision Store|
 bangalore|north-1|laggere|32654|GKHPS SANJAYAGANDHI NAGARA|Upper Primary|co-ed|kannada|K.S.B. Quarters, Nandini Layout Post|Sanjay Gandhi Nagar|560096|Behind Sanjay Gandhi Nagar Bus Stop|
 bangalore|north-1|laggere|32656|GKHPS LAKSHMIDEVINAGAR|Upper Primary|co-ed|kannada|K.S.C.B Quarters, Nandini Layout Post, Nandini Lyout 1st Phase|Laxmi Devi Nagar||Behind Thyagi Nagar Bus Stop|98 E, 77 A, 79 G
 bangalore|north-1|laggere|32657|GKLPS RAJAGOPAL NAGARA|Lower Primary|co-ed|kannada|Sampige Road, Basappa Ashwath Katte, 7th Cross, Peenya 2nd Stage|Rajagopal Nagar|560058|Near Laggere Bus Stop|251, 252
 bangalore|north-1|peenya|33300|GKHPS GORAGUNTE PALYA|Upper Primary|co-ed|kannada|G.G. Post, 1st Main Road, Dr. Raj Kumar Circle|Goragunttepalya|560022|Goraguntepalya Bus Stop|501, 401, 600, 500
 bangalore|south-3|begur|32011|GKLPS MYLASANDRA|Lower Primary|co-ed|kannada|Mylasandra Main Road,Begur Post,Begur Hobli|Mylasandra|560068|Behind Mylasandra Bus Stop|344A
 bangalore|south-3|begur|32013|GKLPS SUBHASHNAGAR (BEGUR)|Lower Primary|co-ed|kannada|Begur Post,Begur Hobli|Buubhash Nagar B Block|560068|Near Buubhash Nagar Bus Stop|247M
 bangalore|south-3|domlur|33125|GKHPS DOOPANAHALLI|Upper Primary|co-ed|kannada|Rama Temple,13th Main Road,H A L 2nd Stage,Bangalore|Doopanahalli|560008|Compound Inside B B M P office|132201
 bangalore|south-3|domlur|33129|GKMPS DOMLUR|Model Primary|co-ed|kannada|Old Air port ,Domaluru Post,bangalore|Domaluru|560071|Opp Indian Old Petrol Bunk|329330
 bangalore|south-3|domlur|33130|GTEHPS ASHOKNAGAR|Upper Primary|co-ed|telugu|Anthony Nicholas Street|Ashok Nagar|560025|Near Garuda Mall Bus Stop|141,144E
 bangalore|south-3|domlur|33131|GTHPS ASHOKNAGAR|Lower Primary|co-ed|tamil|Commissariat Road|Ashok Nagar|560025|Near Garuda Mall Bus Stop|141,144E
 bangalore|south-3|domlur|33134|GUHPS ASHOKNAGAR|Upper Primary|co-ed|urdu|6th Street, Makhan Road|Sholay Ashok Nagar|560025|Near Garuda Mall Bus Stop|144
 bangalore|south-4|jeevan bheema nagar|32389|GKLPS SUDHAMA NAGAR|Lower Primary|co-ed|kannada|1st Main Road,New thippasandara Post,Jeevanbhima Nagar,Bangalor|Sudhamanagar|560075|Near St Thomosh Church|139201
 bangalore|south-3|ejipura|32260|GKLPS GOUTAMPURA|Lower Primary|co-ed|kannada|Ulsoor Post, Bangalore|Gowthmpura|560008|Near Lido Bus Stop|0
 bangalore|south-4|hoodi|32300|GKMPS HOODI|Model Primary|co-ed|kannada|4th Cross, Mahadevapura Post, Bangalore|Hoodi|560048|Near BBMP Office|304, 305, 504, 319, 320, 322
 bangalore|south-4|hoodi|32301|GUHPS HOODI|Upper Primary|co-ed|urdu|Kundanahalli Main Road, Mahadevapura Post, Bangalore|Hoodi|560048|Opposite Gopalan Grandeur|304, 305, 504, 319, 320, 322
 bangalore|north-1|krishnanandanagara|32468|GKHPS MULUGAL VALLY|Upper Primary|co-ed|kannada|1st Main Road, Mulugal Vally, Kanteerava Nagar, Bangalore|Nandini Layout|560096|Behind Kanteerava Tent|77, 78, 252, 80 F
 bangalore|north-3|vasanthnagar|33141|GKLPS RAJBHAVAN ROAD|Lower Primary|co-ed|kannada|Raj Bhavan|Shivaji Nagar|560051|Near Raj Bhavan Bus Stop|0
 bangalore|north-4|agrahara layout|33215|GKLPS THIRUMENAHALLI|Lower Primary|co-ed|kannada|Yelahanka Post, N-4|Thirumenahalli|560064|Near Thirumenahalli Bus Stop|290 E, 296 K
 bangalore|north-1|peenya|33301|GKHPS PEENYA|Model Primary|co-ed|kannada|Tumkur Road, Peenya 1st Stage, Bangalore|Peenya|560058|Near Peenya 1st Stage Bus Stop|0
 bangalore|north-1|rajajinagar|33311|GKHPS KETHAMARANAHALLI|Upper Primary|co-ed|kannada|1st Main Road, 14th Cross, Dr.Rajkumar Road, Ananya Hospital Road, Rajaji Nagar 1st Block, Bangalore|Kethamaranahalli|560010|Opp State Bank Of Mysore (Rajaji Nagar)|T 12, 80 A, 80 C, 80 G
 bangalore|south-2|chamarajpet|32132|GUHPBS JJR NAGAR|Upper Primary|co-ed|urdu|gori palya|bangalore|560018|charch  goripalya|
 bangalore|north-2|malleswaram|33172|GKMPS JAKKARAYANAKERE|Model Primary|co-ed|kannada|railway gata form road jakkaryankare||560020|krisna floor mill|
 bangalore|north-1|chikkabidarakallu|32160|GULPS PAILVANARAPALYA|Lower Primary|co-ed|urdu||bangalore|560058|near masjied|
 bangalore|anekal|hennagra|33439|GKHPS YARENDAHALLI|Upper Primary|co-ed|kannada|yarandahalli hennagara post anekal tq|bangalore|999999|left side small scale industries right state petrol bank|
 bangalore|south-3|yellukunte|32646|GKMPS AGARA|Model Primary|co-ed|kannada|sarjapura main road|bangalore|560102||
 bangalore|north-4|rajanakunte|32776|GKLPS KUDUREGERE|Lower Primary|co-ed|kannada||bangalore|562157|bus stan|
 bangalore|anekal|chikkahosahalli|32518|GKHPS THAMMANAYAKANAHALLI|Upper Primary|co-ed|kannada|Thamma Nayakana Halli Post, Anekal Thaluk, Kasab Hobli||562107|Near Thamma Nayakana Halli Bus Stop|KSRTC
